,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,greenbelt,nuisance,view,condition,grade,heat_source,sewer_system,sqft_above,sqft_basement,sqft_garage,sqft_patio,yr_built,yr_renovated,address,lat,long,postal_code,grade_code,condition_code,price_sqft
21893,8141360380,7/14/2021,480000.0,3,2.0,1480,7694,1.0,NO,NO,NO,AVERAGE,Average,7 Average,Gas,PUBLIC,1480,0,400,280,2018,0,"302 Ericksen Lane North, Enumclaw, Washington 98022, United States",47.194015,-121.97232,98022,7,3,324.3243243243243
21899,9516700140,2/25/2022,1608000.0,3,2.5,1830,63698,1.0,NO,NO,NO,NONE,Good,8 Good,Electricity,PRIVATE,1440,700,490,490,1984,0,"20541 Northeast 179th Street, Woodinville, Washington 98077, United States",47.75672,-122.06181,98077,8,4,878.688524590164
21908,3575301010,10/5/2021,1760000.0,5,3.0,2520,9709,1.0,NO,NO,NO,AVERAGE,Very Good,8 Good,Electricity,PRIVATE,1650,1340,470,710,1985,0,"1417 206th Avenue Northeast, Sammamish, Washington 98074, United States",47.6216,-122.065905,98074,8,5,698.4126984126984
21921,6822100510,4/7/2022,1451000.0,4,3.0,2740,6000,1.0,NO,NO,YES,NONE,Average,8 Good,Gas,PUBLIC,1670,1580,500,180,1987,0,"3007 32nd Avenue West, Seattle, Washington 98199, United States",47.64714,-122.39862,98199,8,3,529.5620437956204
21948,5557300400,10/18/2021,502500.0,3,1.5,1280,11000,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,850,430,480,200,1980,0,"31713 11th Place Southwest, Federal Way, Washington 98023, United States",47.3174,-122.34967,98023,7,4,392.578125
21971,3304000240,10/27/2021,1080000.0,2,2.5,1680,3360,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,850,830,500,240,1987,0,"341 122nd Place Northeast, Bellevue, Washington 98005, United States",47.613245,-122.17726,98005,7,3,642.8571428571429
21973,985000808,1/24/2022,455000.0,3,2.0,1430,9436,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1430,0,0,0,1993,0,"12038 16th Avenue South, Burien, Washington 98168, United States",47.49472,-122.311785,98168,7,3,318.1818181818182
21984,3298610240,6/17/2021,700000.0,3,2.0,1940,15136,1.0,NO,NO,NO,NONE,Very Good,8 Good,Electricity,PRIVATE,1260,1210,710,370,1978,0,"34024 135th Avenue Southeast, Auburn, Washington 98092, United States",47.29621,-122.16189,98092,8,5,360.82474226804123
21992,837020190,8/20/2021,915000.0,3,2.5,1970,7681,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1440,790,524,120,1985,0,"14938 73rd Avenue Northeast, Kenmore, Washington 98028, United States",47.73705,-122.24412,98028,8,3,464.46700507614213
21993,8665900113,6/17/2021,855000.0,5,3.0,3280,8106,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1430,1850,520,1080,1986,0,"18501 26th Avenue Northeast, Lake Forest Park, Washington 98155, United States",47.763095,-122.300715,98155,8,4,260.6707317073171
21995,1822059336,7/6/2021,591999.0,3,3.0,2340,8408,1.0,NO,NO,YES,AVERAGE,Average,7 Average,Gas,PUBLIC,1390,1370,420,500,1991,0,"710 Alvord Avenue North, Kent, Washington 98031, United States",47.386945,-122.219925,98031,7,3,252.99102564102563
21998,945000440,5/12/2022,1050000.0,5,3.0,2140,4600,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1330,1320,500,0,1995,0,"312 Northwest 86th Street, Seattle, Washington 98117, United States",47.69156,-122.36128,98117,7,3,490.6542056074766
22012,855700110,6/16/2021,1100000.0,5,3.0,2390,9639,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1460,1390,460,240,1979,0,"14223 101st Place Northeast, Kirkland, Washington 98034, United States",47.72912,-122.20643,98034,8,3,460.2510460251046
22020,1518000320,9/21/2021,695000.0,4,3.0,1520,3800,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1040,1000,520,50,2001,0,"27636 Northeast 150th Place, Duvall, Washington 98019, United States",47.736655,-121.96821,98019,7,3,457.2368421052632
22026,619079105,9/24/2021,440000.0,3,2.0,2210,40030,1.0,NO,NO,NO,NONE,Good,8 Good,Electricity,PRIVATE,2210,0,520,200,1981,0,"28610 Southeast Mud Mountain Road, Enumclaw, Washington 98022, United States",47.1597,-121.96043,98022,8,4,199.0950226244344
22061,8682262450,8/10/2021,670000.0,2,2.0,1340,4786,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1340,0,470,60,2005,0,"22839 Northeast 132nd Place, Redmond, Washington 98053, United States",47.71804,-122.03304,98053,8,3,500.0
22062,2723069091,7/9/2021,900000.0,4,3.0,2920,49658,1.0,NO,NO,NO,NONE,Good,8 Good,Electricity,PRIVATE,1460,1460,570,590,1979,0,"16425 241st Avenue Southeast, Issaquah, Washington 98027, United States",47.45462,-122.0207,98027,8,4,308.2191780821918
22082,2019200410,2/14/2022,455000.0,3,2.5,1420,8836,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1120,560,460,160,1985,0,"2519 South 366th Place, Federal Way, Washington 98003, United States",47.27297,-122.30168,98003,7,3,320.4225352112676
22105,6624020200,3/18/2022,675000.0,3,2.0,1430,7035,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1430,0,450,290,1980,0,"20425 119th Avenue Southeast, Kent, Washington 98031, United States",47.418975,-122.18328,98031,7,3,472.02797202797206
22115,5525400470,9/27/2021,1350000.0,3,2.5,2410,11243,1.0,NO,NO,NO,NONE,Average,9 Better,Gas,PUBLIC,1680,730,590,460,1989,0,"13547 Southeast 83rd Street, Newcastle, Washington 98059, United States",47.527655,-122.16082,98059,9,3,560.1659751037345
22119,5103900025,11/9/2021,1106250.0,3,2.5,2270,9120,1.0,NO,NO,NO,AVERAGE,Average,8 Good,Gas,PUBLIC,2270,1120,1120,605,2012,0,"38030 Southeast Cedar Street, Snoqualmie, Washington 98065, United States",47.53133,-121.833325,98065,8,3,487.3348017621145
22122,9517200240,3/24/2022,1300000.0,3,2.0,2040,19192,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1230,1100,530,100,1984,0,"18224 146th Avenue Northeast, Woodinville, Washington 98072, United States",47.75961,-122.14419,98072,7,4,637.2549019607843
22143,7327900270,8/12/2021,567000.0,4,2.0,1490,5700,1.0,NO,NO,YES,NONE,Average,7 Average,Electricity,PUBLIC,1490,0,0,0,2021,0,"715 South Southern Street, Seattle, Washington 98108, United States",47.52967,-122.32468,98108,7,3,380.53691275167785
22144,142000020,6/28/2021,1675000.0,4,3.0,3560,6000,1.0,NO,NO,NO,NONE,Average,8 Good,Gas/Solar,PUBLIC,1780,1780,420,0,1980,2019,"4108 54th Avenue Southwest, Seattle, Washington 98116, United States",47.566355,-122.401185,98116,8,3,470.5056179775281
22160,2215900980,7/1/2021,530000.0,3,2.0,1290,7000,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1290,0,460,40,1992,0,"27755 212th Place Southeast, Maple Valley, Washington 98038, United States",47.352755,-122.058815,98038,7,4,410.85271317829455
22161,622079008,10/4/2021,1000000.0,2,2.0,1640,445618,1.0,NO,NO,NO,NONE,Average,6 Low Average,Electricity,PRIVATE,1640,0,0,960,1984,0,"Southeast 192nd Street, Maple Valley, Washington 98038, United States",47.42981,-122.01286,98038,6,3,609.7560975609756
22191,5113260070,7/15/2021,494000.0,3,2.0,1100,6399,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1100,0,480,80,1991,0,"21723 Southeast 239th Street, Maple Valley, Washington 98038, United States",47.387775,-122.05081,98038,7,3,449.09090909090907
22196,8556500060,8/19/2021,554574.0,3,2.0,1630,5658,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1630,0,420,180,2021,0,"24112 181st Place Southeast, Covington, Washington 98042, United States",47.38569,-122.09921,98042,8,3,340.22944785276076
22198,5126200010,10/26/2021,1100000.0,3,3.0,2950,108900,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PRIVATE,2280,980,620,140,1987,0,"26100 Southeast 225th Place, Maple Valley, Washington 98038, United States",47.40008,-121.99438,98038,8,3,372.8813559322034
22199,5636010420,10/29/2021,644950.0,4,3.0,2341,9762,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1332,1289,452,168,1998,0,"25510 Palmer Place, Black Diamond, Washington 98010, United States",47.32853,-122.00047,98010,7,3,275.5019222554464
22203,2525310500,4/29/2022,615000.0,3,2.5,1370,9794,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PRIVATE,1110,560,460,0,1980,0,"26424 233rd Avenue Southeast, Maple Valley, Washington 98038, United States",47.364265,-122.03122,98038,7,3,448.9051094890511
22204,6301800090,5/18/2022,1520000.0,4,3.0,2350,8592,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1450,1410,510,100,1991,0,"12813 86th Avenue Northeast, Kirkland, Washington 98034, United States",47.71529500000001,-122.226935,98034,8,3,646.8085106382979
22209,722039140,1/11/2022,545000.0,3,2.0,1450,208216,1.0,NO,NO,NO,NONE,Average,6 Low Average,Electricity,PRIVATE,1450,0,0,0,1988,0,"11204 Southwest 220th Street, Vashon, Washington 98070, United States",47.40826,-122.47847,98070,6,3,375.86206896551727
22230,1249400030,11/4/2021,675000.0,3,2.0,1660,19666,1.0,NO,NO,NO,NONE,Very Good,8 Good,Electricity,PRIVATE,1660,0,570,390,1986,0,"29748 174th Avenue Southeast, Kent, Washington 98042, United States",47.33399,-122.10949,98042,8,5,406.6265060240964
22251,2019200370,9/14/2021,540000.0,3,2.0,1540,8300,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1540,0,460,420,1985,0,"2510 South 366th Place, Federal Way, Washington 98003, United States",47.27338,-122.30205,98003,7,4,350.64935064935065
22279,3326800280,2/9/2022,665000.0,4,3.0,2090,7548,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1180,1120,430,230,1985,0,"11504 Southeast 321st Place, Auburn, Washington 98092, United States",47.314325,-122.18933,98092,8,4,318.1818181818182
22303,5561400340,5/9/2022,1605000.0,4,3.5,4610,40202,1.0,NO,NO,NO,NONE,Good,10 Very Good,Electricity,PRIVATE,2500,2110,770,1030,1980,0,"25430 Southeast 159th Street, Issaquah, Washington 98027, United States",47.45994,-122.00034,98027,10,4,348.15618221258137
22307,826069181,10/14/2021,1200000.0,3,2.5,1980,57934,1.0,NO,NO,YES,NONE,Very Good,8 Good,Electricity,PRIVATE,1480,750,440,340,1979,0,"17119 198th Avenue Northeast, Woodinville, Washington 98077, United States",47.75253,-122.0733,98077,8,5,606.060606060606
22309,8645530340,11/19/2021,430000.0,3,2.5,1870,6900,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1390,740,460,80,1980,0,"1511 Newport Court Southeast, Renton, Washington 98058, United States",47.466825,-122.174655,98058,7,3,229.94652406417111
22313,7199320490,8/23/2021,1300000.0,4,2.5,1990,8717,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1410,750,490,80,1978,0,"15814 Northeast 106th Court, Redmond, Washington 98052, United States",47.69462,-122.128405,98052,7,5,653.2663316582915
22319,7575500100,4/20/2022,454900.0,3,1.5,1400,8863,1.0,NO,NO,NO,NONE,Good,6 Low Average,Electricity,PUBLIC,1400,0,0,60,1990,0,"313 Johnson Street, Enumclaw, Washington 98022, United States",47.19444,-121.99924,98022,6,4,324.92857142857144
22328,11520150,6/23/2021,1369000.0,4,2.5,3010,10516,1.0,NO,NO,NO,NONE,Average,9 Better,Gas,PUBLIC,1850,1160,780,160,1994,0,"11027 172nd Place Northeast, Redmond, Washington 98052, United States",47.699075,-122.11133,98052,9,3,454.8172757475083
22330,8141310090,12/1/2021,525000.0,3,2.0,1670,4437,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1670,0,420,120,2014,0,"487 Petersen Drive East, Enumclaw, Washington 98022, United States",47.19482,-121.974155,98022,7,3,314.37125748502996
22336,9264910910,11/18/2021,600000.0,3,2.5,2584,7350,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1758,1548,652,536,1980,0,"509 Southwest 327th Place, Federal Way, Washington 98023, United States",47.308785,-122.340885,98023,8,3,232.19814241486068
22338,6790700180,8/13/2021,1100000.0,3,2.0,2100,12366,1.0,NO,NO,YES,NONE,Good,8 Good,Gas,PUBLIC,2100,0,580,0,1985,0,"21203 Southeast 29th Street, Sammamish, Washington 98075, United States",47.58326,-122.05659,98075,8,4,523.8095238095239
22343,3291800310,5/4/2022,860000.0,3,2.5,1650,8907,1.0,NO,YES,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1260,630,440,170,1984,0,"2605 Northeast 5th Court, Renton, Washington 98056, United States",47.49013,-122.18331,98056,7,5,521.2121212121212
22351,8106600190,7/28/2021,780000.0,3,2.0,1360,7202,1.0,NO,NO,YES,NONE,Average,7 Average,Electricity,PUBLIC,1360,0,450,0,1983,0,"13932 113th Avenue Northeast, Kirkland, Washington 98034, United States",47.72522,-122.1908,98034,7,3,573.5294117647059
22355,2193310630,5/24/2022,1050000.0,3,2.0,1610,11521,1.0,NO,NO,YES,NONE,Good,8 Good,Gas,PUBLIC,1250,640,440,270,1983,0,"18210 Northeast 103rd Court, Redmond, Washington 98052, United States",47.69326,-122.09729,98052,8,4,652.1739130434783
22360,3448720220,11/22/2021,951000.0,4,2.5,2230,6109,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1650,950,470,0,2006,0,"5202 Northeast 5th Court, Renton, Washington 98059, United States",47.49186,-122.149515,98059,7,4,426.45739910313904
22367,8861500095,9/8/2021,1050000.0,4,3.0,2000,10336,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1360,900,420,340,1982,0,"8510 169th Place Northeast, Redmond, Washington 98052, United States",47.67887,-122.1138,98052,7,4,525.0
22389,2019200300,11/2/2021,540000.0,3,2.0,1680,8300,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1680,0,530,100,1985,0,"2636 South 366th Place, Federal Way, Washington 98003, United States",47.27337,-122.29972,98003,7,4,321.42857142857144
22406,2723069163,1/18/2022,1200000.0,3,2.5,3400,93654,1.0,NO,NO,YES,NONE,Good,9 Better,Gas,PRIVATE,1980,1750,330,600,2000,0,"16732 230th Avenue Southeast, Maple Valley, Washington 98038, United States",47.45199,-122.03465,98038,9,4,352.94117647058823
22418,192460090,7/30/2021,815000.0,3,2.0,1540,17340,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PRIVATE,1540,0,480,250,1986,0,"13638 439th Avenue Southeast, North Bend, Washington 98045, United States",47.476225,-121.75558,98045,7,4,529.2207792207793
22425,2787320290,7/12/2021,562700.0,3,2.0,1250,9216,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1250,0,480,0,1981,0,"12628 Southeast 213th Street, Kent, Washington 98031, United States",47.41136,-122.17199,98031,7,5,450.16
22431,8682260750,1/25/2022,1055000.0,2,2.0,1570,4766,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1570,0,460,75,2005,0,"22862 Northeast 128th Place, Redmond, Washington 98053, United States",47.713575,-122.03348,98053,8,3,671.9745222929936
22436,9407103050,6/30/2021,415000.0,3,2.0,1820,11200,1.0,NO,NO,YES,NONE,Average,7 Average,Electricity,PRIVATE,1330,750,480,220,1979,0,"17419 Cedar Falls Road Southeast, North Bend, Washington 98045, United States",47.44236,-121.761175,98045,7,3,228.02197802197801
22444,3244500052,11/15/2021,1513000.0,3,2.5,2280,46609,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PRIVATE,1640,1600,620,460,1978,0,"15009 Northeast 195th Street, Woodinville, Washington 98072, United States",47.768375,-122.139305,98072,8,3,663.5964912280701
22446,2011400753,3/30/2022,410000.0,3,2.5,1600,11959,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1050,1010,460,340,1980,0,"22500 10th Avenue South, Des Moines, Washington 98198, United States",47.400325,-122.319975,98198,7,3,256.25
22449,5437400550,8/2/2021,1355000.0,4,2.5,2190,8783,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1830,850,590,0,1979,0,"4628 189th Place Southeast, Issaquah, Washington 98027, United States",47.562005,-122.087836,98027,8,4,618.7214611872146
22482,1089700160,10/4/2021,1400000.0,4,2.5,2560,9103,1.0,NO,NO,NO,NONE,Average,9 Better,Gas,PUBLIC,1730,830,700,260,1995,0,"14907 102nd Avenue Northeast, Bothell, Washington 98011, United States",47.73597,-122.204055,98011,9,3,546.875
22484,1242700027,3/10/2022,2000000.0,3,3.0,2410,64033,1.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PRIVATE,1550,1200,630,400,1978,0,"2647 120th Avenue Northeast, Bellevue, Washington 98005, United States",47.63473,-122.18153,98005,8,3,829.8755186721992
22489,1796370280,4/21/2022,635000.0,3,2.0,1390,7392,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1390,0,500,0,1992,0,"18816 Southeast 260th Street, Covington, Washington 98042, United States",47.36955,-122.09007,98042,7,3,456.8345323741007
22491,2345500390,8/30/2021,535000.0,3,1.5,1400,9065,1.0,NO,NO,YES,NONE,Good,6 Low Average,Electricity,PUBLIC,920,860,380,80,1981,0,"36229 20th Place South, Federal Way, Washington 98003, United States",47.27626,-122.30805,98003,6,4,382.14285714285717
22497,3024049180,7/26/2021,835000.0,4,3.0,2020,7371,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1250,1250,760,140,1999,0,"7335 7th Place Southwest, Seattle, Washington 98106, United States",47.535575,-122.34565,98106,8,3,413.36633663366337
22506,8682291690,2/8/2022,960000.0,2,2.0,1350,5396,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1350,0,505,170,2006,0,"23749 Northeast Salal Place, Redmond, Washington 98053, United States",47.719805,-122.02181000000002,98053,8,3,711.1111111111111
22507,49000052,8/4/2021,565000.0,3,2.0,1250,7201,1.0,NO,NO,YES,NONE,Good,6 Low Average,Electricity,PUBLIC,1250,0,0,50,1983,0,"3008 Southwest 106th Street, Seattle, Washington 98146, United States",47.50845,-122.37136,98146,6,4,452.0
22509,2329810330,2/24/2022,600000.0,3,2.0,1240,8137,1.0,NO,YES,NO,NONE,Good,7 Average,Gas,PUBLIC,1240,0,530,110,1989,0,"24926 170th Way Southeast, Covington, Washington 98042, United States",47.379155,-122.11588,98042,7,4,483.8709677419355
22530,11520580,4/18/2022,2205000.0,4,3.0,2670,9505,1.0,NO,NO,NO,NONE,Good,9 Better,Gas,PUBLIC,1940,730,770,160,1995,0,"10828 170th Ct NE, Redmond, Washington 98052, United States",47.69714000000001,-122.11416,98052,9,4,825.8426966292135
22534,2742100106,8/13/2021,800000.0,5,3.0,2120,6268,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1260,1220,420,80,1995,0,"5210 30th Avenue South, Seattle, Washington 98108, United States",47.554925,-122.293575,98108,7,3,377.35849056603774
22547,7140200680,2/1/2022,500000.0,4,2.5,1660,8718,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1160,610,410,0,1980,0,"25964 129th Place Southeast, Kent, Washington 98030, United States",47.368015,-122.1685,98030,7,4,301.2048192771084
22560,8078490090,5/4/2022,610000.0,4,2.0,1670,11452,1.0,NO,NO,NO,AVERAGE,Average,8 Good,Gas,PUBLIC,1670,0,440,230,1992,0,"3414 Winter Place, Enumclaw, Washington 98022, United States",47.19128,-122.01476,98022,8,3,365.2694610778443
22578,1796351120,2/22/2022,565000.0,3,2.0,1660,6300,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1330,680,480,130,1980,0,"18528 Southeast Timberlane Boulevard, Covington, Washington 98042, United States",47.36796500000001,-122.093275,98042,7,3,340.3614457831325
22590,8645540150,6/2/2022,770000.0,3,2.0,1970,7500,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1150,1120,480,410,1980,0,"3614 Southeast 18th Court, Renton, Washington 98058, United States",47.46346,-122.171055,98058,7,5,390.8629441624365
22638,192450400,1/20/2022,750000.0,3,1.5,1620,15600,1.0,NO,NO,YES,NONE,Good,7 Average,Electricity,PRIVATE,840,780,0,100,1985,0,"13807 440th Place Southeast, North Bend, Washington 98045, United States",47.47515,-121.75292,98045,7,4,462.962962962963
22668,8168600030,4/26/2022,825000.0,3,2.0,1350,15317,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PRIVATE,1350,0,420,90,1993,0,"1105 Southeast Symmons Place, North Bend, Washington 98045, United States",47.485015,-121.771685,98045,7,3,611.1111111111111
22689,4137020880,10/25/2021,600000.0,4,3.0,2000,8062,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1310,1310,530,310,1987,0,"820 54th Street Southeast, Auburn, Washington 98092, United States",47.26013,-122.21779,98092,8,3,300.0
22700,1761100020,3/17/2022,590000.0,3,2.0,1340,7207,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1340,0,420,80,1985,0,"2110 Southwest 349th Place, Federal Way, Washington 98023, United States",47.28869,-122.36176,98023,7,4,440.2985074626866
22703,3396820240,5/19/2022,1450000.0,3,2.0,2030,12558,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2030,0,510,0,1984,0,"17656 Northeast 129th Place, Redmond, Washington 98052, United States",47.71603,-122.10245,98052,8,3,714.2857142857143
22731,3530510060,7/6/2021,445000.0,2,2.0,1140,4966,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1140,0,340,300,1981,0,"24504 9th Place South, Des Moines, Washington 98198, United States",47.38135,-122.321325,98198,8,3,390.35087719298247
22732,7504400120,9/8/2021,1123000.0,4,2.5,2570,12039,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1910,1000,470,180,1978,0,"21815 Northeast 18th Way, Sammamish, Washington 98074, United States",47.62596,-122.047605,98074,8,4,436.9649805447471
22748,1545807920,8/16/2021,505000.0,3,2.0,1260,8614,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1260,0,460,50,1985,0,"21318 Southeast 271st Place, Maple Valley, Washington 98038, United States",47.358645,-122.055765,98038,7,4,400.7936507936508
22760,518000090,3/15/2022,1350000.0,3,2.0,1780,10800,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1370,670,470,500,1978,0,"13310 79th Place Northeast, Kirkland, Washington 98034, United States",47.720535,-122.23497,98034,8,4,758.4269662921348
22779,5153200105,7/23/2021,1235000.0,4,4.5,4720,15001,1.0,NO,NO,NO,GOOD,Average,10 Very Good,Gas,PUBLIC,3010,1710,760,800,1991,0,"29851 12th Avenue Southwest, Federal Way, Washington 98023, United States",47.33401,-122.350815,98023,10,3,261.6525423728813
22780,3793400170,7/13/2021,826000.0,4,2.0,1570,14302,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1570,0,730,120,1998,0,"27538 Northeast 141st Place, Duvall, Washington 98019, United States",47.72721,-121.968335,98019,7,3,526.1146496815287
22782,6642200450,6/22/2021,650000.0,3,2.5,2270,10993,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1760,870,570,90,1986,0,"5727 South 296th Place, Auburn, Washington 98001, United States",47.33531,-122.26184,98001,8,3,286.3436123348018
22795,8141320150,7/13/2021,426000.0,2,2.0,1200,3482,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1200,0,530,80,2015,0,"479 Sigrist Drive East, Enumclaw, Washington 98022, United States",47.194045,-121.97423,98022,7,3,355.0
22814,3750607533,10/21/2021,575000.0,3,2.5,1730,21640,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PRIVATE,1310,730,600,140,1979,0,"37310 32nd Avenue South, Auburn, Washington 98001, United States",47.26711,-122.29213,98001,7,3,332.3699421965318
22815,221049103,2/1/2022,585000.0,4,2.0,1860,26500,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,980,880,530,160,1983,0,"29204 59th Avenue South, Auburn, Washington 98001, United States",47.34014000000001,-122.25995,98001,7,3,314.51612903225805
22840,7883605770,12/8/2021,505000.0,3,2.0,1500,6000,1.0,NO,NO,YES,NONE,Average,7 Average,Electricity,PUBLIC,1500,0,420,150,1999,0,"1018 South Director Street, Seattle, Washington 98108, United States",47.52245,-122.319385,98108,7,3,336.6666666666667
22849,1328330310,6/24/2021,515000.0,4,2.5,2020,8030,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1430,1270,680,140,1978,0,"15401 Southeast 177th Place, Renton, Washington 98058, United States",47.44203,-122.13439,98058,8,3,254.95049504950495
22863,2781270770,3/5/2022,455000.0,2,2.0,910,2550,1.0,NO,NO,NO,NONE,Average,6 Low Average,Electricity,PUBLIC,910,0,210,90,2005,0,"24013 Southeast 281st Place, Maple Valley, Washington 98038, United States",47.349525,-122.02137,98038,6,3,500.0
22869,2132200510,12/1/2021,650000.0,3,2.0,1300,7503,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1300,0,0,500,1982,0,"16001 3rd Avenue Northeast, Duvall, Washington 98019, United States",47.74405,-121.98078999999998,98019,7,5,500.0
22872,2212210530,7/8/2021,445000.0,3,1.5,1380,7605,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,940,860,380,250,1980,0,"22913 112th Place Southeast, Kent, Washington 98031, United States",47.39572,-122.191785,98031,7,4,322.463768115942
22877,4024100940,5/4/2022,250908.0,3,3.0,1930,7440,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1430,1300,460,240,1979,0,"1846 Northeast 175th Street, Shoreline, Washington 98155, United States",47.7556,-122.307215,98155,7,3,130.0041450777202
22890,1326069198,3/23/2022,805000.0,3,2.0,1120,9654,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1120,0,440,280,1988,0,"14830 Dougherty Place Northeast, Duvall, Washington 98019, United States",47.735035,-121.980605,98019,7,4,718.75
22892,3286800030,8/11/2021,1450000.0,4,3.0,4000,75546,1.0,NO,NO,NO,NONE,Average,9 Better,Gas,PRIVATE,2550,2260,810,780,1999,0,"20843 Southeast 123rd Street, Issaquah, Washington 98027, United States",47.49139,-122.06185,98027,9,3,362.5
22895,3578401110,11/10/2021,1230000.0,3,3.0,1930,9768,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1420,760,460,200,1983,0,"1325 220th Place Northeast, Sammamish, Washington 98074, United States",47.62229,-122.04601,98074,8,3,637.3056994818653
22901,3924500120,5/2/2022,1320000.0,3,2.5,2090,50094,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PRIVATE,1650,750,570,840,1986,0,"4750 328th Avenue Southeast, Fall City, Washington 98024, United States",47.55844,-121.90319,98024,7,4,631.578947368421
22919,5419800970,8/25/2021,536000.0,3,2.0,1050,7500,1.0,NO,NO,NO,NONE,Very Good,7 Average,Electricity,PUBLIC,1050,0,260,200,1984,0,"22116 120th Avenue Southeast, Kent, Washington 98031, United States",47.403015,-122.18116,98031,7,5,510.4761904761905
22942,2520900035,4/15/2022,640000.0,5,3.0,1320,5014,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,800,750,230,190,1980,0,"10227 62nd Avenue South, Seattle, Washington 98178, United States",47.50888,-122.25623,98178,7,3,484.8484848484849
